Name,Purpose,Quantity,Total Cost (USD),Link,Distributor
"Headers","i dont even know bro, its 5 am",1,2.16,"https://www.aliexpress.com/item/1005011692961056.html?spm=a2g0o.productlist.main.2.3f6234a2wOiNRX&algo_pvid=a09ba380-4b6c-46c7-97d6-f1125d93d2f7&algo_exp_id=a09ba380-4b6c-46c7-97d6-f1125d93d2f7-1&pdp_ext_f=%7B%22order%22%3A%221305%22%2C%22eval%22%3A%221%22%2C%22orig_sl_item_id%22%3A%221005011692961056%22%2C%22orig_item_id%22%3A%221005010337310648%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%216.02%213.01%21%21%2140.82%2120.41%21%402101f54117763661179031898eb13b%2112000056260706301%21sea%21AU%217402515296%21X%211%210%21n_tag%3A-29911%3Bd%3Aef1e07f3%3Bm03_new_user%3A-29895&curPageLogUid=w2OEHa4hLlxt&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005011692961056%7C_p_origin_prod%3A1005010337310648","Ali express"
"PCB assembly","devboard without headers built by jlcpcb",1,46.81,"","JLCPCB"
